SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1609 S Woodland Pl,Santa Ana,CA,92707,599000,3,1.5,69 - Santa Ana South of First,1405,6038,1953,4,426,,Active,,,http://www.redfin.com/CA/Santa-Ana/1609-S-Woodland-Pl-92707/home/3084168,CRMLS,OC20102067,N,Y,33.7257245,-117.8754416
MLS Listing,,Condo/Co-op,3681 S Bear St Unit J,Santa Ana,CA,92704,415000,2,2.0,69 - Santa Ana South of First,1144,,1981,5,363,499,Active,,,http://www.redfin.com/CA/Santa-Ana/3681-S-Bear-St-92704/unit-J/home/5279552,CRMLS,OC20057616,N,Y,33.698259,-117.891449
MLS Listing,,Single Family Residential,18872 Deep Well Rd,North Tustin,CA,92705,1289000,6,4.5,NTS - North Tustin,5620,10010,1986,10,229,,Active,,,http://www.redfin.com/CA/Santa-Ana/18872-Deep-Well-Rd-92705/home/4452174,CRMLS,OC20097371,N,Y,33.7714112,-117.8030016
MLS Listing,,Condo/Co-op,1001 W Stevens Ave #203,Santa Ana,CA,92707,338000,2,1.75,69 - Santa Ana South of First,872,,1980,19,388,339,Active,,,http://www.redfin.com/CA/Santa-Ana/1001-W-Stevens-Ave-92707/unit-203/home/5239020,CRMLS,OC20090814,N,Y,33.6959872,-117.8812303
MLS Listing,,Single Family Residential,1511 Bluff Pl,Santa Ana,CA,92705,1495000,5,4.5,NTS - North Tustin,4011,10293,2007,21,373,85,Active,,,http://www.redfin.com/CA/Santa-Ana/1511-Bluff-Pl-92705/home/12248813,CRMLS,OC20089955,N,Y,33.75085,-117.7977576
MLS Listing,,Condo/Co-op,3720 S Bear St Unit E,Santa Ana,CA,92704,289900,2,2.0,69 - Santa Ana South of First,1284,,1984,90,226,552,Active,,,http://www.redfin.com/CA/Santa-Ana/3720-S-Bear-St-92704/unit-E/home/170950857,CRMLS,OC20041919,N,Y,33.6982584,-117.8924711
MLS Listing,,Condo/Co-op,1323 N Spurgeon St Unit 5B,Santa Ana,CA,92701,399000,2,2.0,70 - Santa Ana North of First,1404,,1961,190,284,503,Active,,,http://www.redfin.com/CA/Santa-Ana/1323-N-Spurgeon-St-92701/unit-5B/home/103665680,CRMLS,OC19267404,N,Y,33.7565092,-117.8649806
MLS Listing,,Single Family Residential,209 N Figueroa,Santa Ana,CA,92703,760000,6,3.0,699 - Not Defined,3000,6480,1945,1,253,,Active,,,http://www.redfin.com/CA/Santa-Ana/209-N-Figueroa-St-92703/home/3897600,CRMLS,PW20105649,N,Y,33.7464162,-117.9186985
MLS Listing,,Single Family Residential,611 E 20th St,Santa Ana,CA,92706,550000,3,1.0,70 - Santa Ana North of First,1389,7020,1927,1,396,,Active,,,http://www.redfin.com/CA/Santa-Ana/611-E-20th-St-92706/home/3054731,CRMLS,NP20105889,N,Y,33.7627785,-117.8609056
MLS Listing,,Mobile/Manufactured Home,4211 W 1st St #164,Santa Ana,CA,92708,139900,2,2.0,"66 - N of Blsa, S of GGrv, E of Brookhrst, W of Ha",1200,,1990,1,117,,Active,,,http://www.redfin.com/CA/Santa-Ana/4211-W-1st-St-92703/unit-164/home/171967933,CRMLS,OC20105553,N,Y,33.7464605,-117.9245809
MLS Listing,,Single Family Residential,1434 W Sharon Rd,Santa Ana,CA,92706,640000,3,2.0,70 - Santa Ana North of First,1452,6000,1967,1,441,,Active,,,http://www.redfin.com/CA/Santa-Ana/1434-Sharon-Rd-92706/home/3046873,CRMLS,PW20105474,N,Y,33.7707741,-117.8877098
MLS Listing,,Single Family Residential,12872 Chaplet Pl,North Tustin,CA,92705,810000,3,2.0,NTS - North Tustin,1290,7500,1957,1,628,,Active,,,http://www.redfin.com/CA/Santa-Ana/12872-Chaplet-Pl-92705/home/3495215,CRMLS,PW20105340,N,Y,33.744877,-117.801536
MLS Listing,,Condo/Co-op,3934 W 5th St #203,Santa Ana,CA,92703,439000,3,2.0,70 - Santa Ana North of First,1114,,1983,1,394,405,Active,,,http://www.redfin.com/CA/Santa-Ana/3934-W-5th-St-92703/unit-203/home/5649603,CRMLS,OC20104965,N,Y,33.7483189,-117.9229306
MLS Listing,,Single Family Residential,1906 S Van Ness Ave,Santa Ana,CA,92707,520000,5,3.5,699 - Not Defined,1417,6250,1923,1,367,,Active,,,http://www.redfin.com/CA/Santa-Ana/1906-S-Van-Ness-Ave-92707/home/3091693,CRMLS,PW20105324,N,Y,33.7232132,-117.8731983
MLS Listing,,Single Family Residential,415 W Jonquil Rd,Santa Ana,CA,92706,639999,3,1.5,70 - Santa Ana North of First,1292,7076,1956,1,495,,Active,,,http://www.redfin.com/CA/Santa-Ana/415-W-Jonquil-Rd-92706/home/3048323,CRMLS,PW20105029,N,Y,33.7725027,-117.8719158
MLS Listing,,Condo/Co-op,1040 W Macarthur Blvd #56,Santa Ana,CA,92707,298000,1,1.0,69 - Santa Ana South of First,642,,1969,1,464,352,Active,,,http://www.redfin.com/CA/Santa-Ana/1040-W-MacArthur-Blvd-92707/unit-56/home/5566971,CRMLS,OC20104886,N,Y,33.6998506,-117.8816388
