SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,976 Bayside #607,Newport Beach,CA,92660,1250000,2,2.25,N9 - Lower Newport Bay - Balboa Island,1538,1538,1975,18,813,650,Active,,,http://www.redfin.com/CA/Newport-Beach/976-Bayside-Cv-92660/unit-607/home/5442412,CRMLS,OC20057627,N,Y,33.6101438,-117.8915174
MLS Listing,,Single Family Residential,20062 Bayview Ave,Newport Beach,CA,92660,1525000,3,3.0,N7 - West Bay - Santa Ana Heights,2106,8040,2015,20,724,,Active,,,http://www.redfin.com/CA/Newport-Beach/20062-Bayview-Ave-92660/home/4631162,CRMLS,OC20091116,N,Y,33.6566547,-117.8697183
MLS Listing,,Single Family Residential,619 Irvine Ave,Newport Beach,CA,92663,1450000,3,2.0,N6 - Newport Heights,1500,6098,1928,55,967,,Active,,,http://www.redfin.com/CA/Newport-Beach/619-Irvine-Ave-92663/home/4589776,CRMLS,OC20067170,N,Y,33.6236245,-117.9138125
MLS Listing,,Single Family Residential,1830 Port Westbourne Pl,Newport Beach,CA,92660,2275000,4,2.5,NV - East Bluff - Harbor View,2407,6336,1968,1,945,115,Active,,,http://www.redfin.com/CA/Newport-Beach/1830-Port-Westbourne-Pl-92660/home/4717443,CRMLS,NP20104838,N,Y,33.6243012,-117.8574941
MLS Listing,,Mobile/Manufactured Home,30 Saratoga #30,Newport Beach,CA,92660,425000,3,2.0,N7 - West Bay - Santa Ana Heights,1150,,1963,1,370,,Active,,,http://www.redfin.com/CA/Newport-Beach/30-Saratoga-92660/unit-30/home/35626798,CRMLS,NP20104179,N,Y,33.618048,-117.9012997
MLS Listing,,Single Family Residential,29 Inverness Ln,Newport Beach,CA,92660,3895000,5,4.0,NV - East Bluff - Harbor View,4520,14700,1973,1,862,158,Active,,,http://www.redfin.com/CA/Newport-Beach/29-Inverness-Ln-92660/home/4651473,CRMLS,NP20105325,N,Y,33.6245911,-117.8682075
MLS Listing,,Single Family Residential,301 Vista Madera,Newport Beach,CA,92660,1350000,4,3.0,NV - East Bluff - Harbor View,2100,3145,1971,1,643,300,Active,,,http://www.redfin.com/CA/Newport-Beach/301-Vista-Madera-92660/home/4644194,CRMLS,NP20103942,N,Y,33.6420124,-117.8810261
MLS Listing,,Single Family Residential,2507 Alta Vista Dr,Newport Beach,CA,92660,4499000,4,4.5,NV - East Bluff - Harbor View,3943,11544,2020,1,1141,70,Active,,,http://www.redfin.com/CA/Newport-Beach/2507-Alta-Vista-Dr-92660/home/4639656,CRMLS,NP20063540,N,Y,33.6376735,-117.8733839
MLS Listing,,Single Family Residential,2201 Francisco Dr,Newport Beach,CA,92660,1985000,7,5.5,N7 - West Bay - Santa Ana Heights,3778,8855,1965,1,525,,Active,,,http://www.redfin.com/CA/Newport-Beach/2201-Francisco-Dr-92660/home/5753265,CRMLS,NP20103861,N,Y,33.6402356,-117.8972999
MLS Listing,,Single Family Residential,209 Via Mentone,Newport Beach,CA,92663,4695000,4,4.0,N8 - West Newport - Lido,3738,3520,2020,1,1256,100,Active,,,http://www.redfin.com/CA/Newport-Beach/209-Via-Mentone-92663/home/4572999,CRMLS,NP20103426,N,Y,33.6126083,-117.9174239
